date,close
2015-05-14,1901381.7701074344
2015-05-15,1892057.100092155
2015-05-18,1876728.3005961264
2015-05-19,1862082.2687708451
2015-05-20,1844376.7978719901
2015-05-21,1810495.349487807
2015-05-22,1805332.6099567765
2015-05-25,1814588.5444937134
2015-05-26,1835027.6836850112
2015-05-27,1849887.4522391655
2015-05-28,1905820.9085479467
2015-05-29,1913697.0865227482
2015-06-01,1903817.368330348
2015-06-02,1947644.3709073719
2015-06-03,1923899.2967266906
2015-06-04,1946972.7718222882
2015-06-05,1925362.0045522826
2015-06-08,1934141.085093943
2015-06-09,1889557.3272218294
2015-06-10,1910631.5994359327
2015-06-11,1907578.9953481604
2015-06-12,1886121.715944571
2015-06-15,1925072.7267385016
2015-06-16,1943417.4652821003
2015-06-17,1945069.477251849
2015-06-18,1928326.2076564112
2015-06-19,1927901.3457013338
2015-06-22,1924689.9320028434
2015-06-23,1942085.1168802578
2015-06-24,1961361.9425443516
2015-06-25,1946292.0002456622
2015-06-26,1934083.5124272737
2015-06-29,1922350.7639647808
2015-06-30,1892042.600323434
2015-07-01,1879222.4254657722
2015-07-02,1877702.9431272934
2015-07-03,1893904.5819214734
2015-07-06,1924728.9800314058
2015-07-07,1906721.0093088027
2015-07-08,1919945.3768654533
2015-07-09,1910305.647599812
2015-07-10,1959061.4519153973
2015-07-13,1958503.820711747
2015-07-14,1970931.6477564564
2015-07-15,1949498.9732459825
2015-07-16,1931204.9396916437
2015-07-17,1936465.6329121816
2015-07-20,1928140.0226320243
2015-07-21,1936912.6395582003
2015-07-22,1901519.6705315853
2015-07-23,1917260.70797868
2015-07-24,1897246.6212353988
2015-07-27,1937450.1815801368
2015-07-28,1931334.3986534043
2015-07-29,1957519.9545375349
2015-07-30,1925601.8011275344
2015-07-31,1936119.859389346
2015-08-03,1916172.184135706
2015-08-04,1905580.855537081
2015-08-05,1906715.3120901291
2015-08-06,1900044.1640306422
2015-08-07,1906650.8049954518
2015-08-10,1924411.2230049307
2015-08-11,1940127.0263766537
2015-08-12,1938672.9074145125
2015-08-13,1907784.2775070735
2015-08-14,1890018.7530155515
2015-08-17,1886149.9288890557
2015-08-18,1839282.8957394687
2015-08-19,1856514.3647530468
2015-08-20,1851738.770894756
2015-08-21,1846716.5830518147
2015-08-24,1868413.6527122518
2015-08-25,1884014.1426903992
2015-08-26,1889583.9913705385
2015-08-27,1867574.8011965714
2015-08-28,1875107.0485007332
2015-08-31,1883477.6479583823
2015-09-01,1864145.1823997872
2015-09-02,1888196.8818478286
2015-09-03,1900309.9208603555
2015-09-04,1856478.654233284
2015-09-07,1859755.2445418485
2015-09-08,1832293.5977330091
2015-09-09,1858006.7920619978
2015-09-10,1876650.6737232099
2015-09-11,1852517.532631238
2015-09-14,1833500.6628592606
2015-09-15,1836293.8152231784
2015-09-16,1831588.4203942295
2015-09-17,1865979.3139966738
2015-09-18,1883209.8772202418
2015-09-21,1877401.3790167952
2015-09-22,1891021.8165620235
2015-09-23,1846016.3166837243
2015-09-24,1853449.2289231427
2015-09-25,1873381.7796737023
2015-09-28,1869924.0326799222
2015-09-29,1854611.4913714237
2015-09-30,1867807.4137934688
2015-10-01,1912800.9114880029
2015-10-02,1918084.5174410276
2015-10-05,1893030.3577301889
2015-10-06,1926738.2867702935
2015-10-07,1884355.7713540283
2015-10-08,1896337.6148574953
2015-10-09,1883705.7854031296
2015-10-12,1905430.9058031347
2015-10-13,1886672.1084080231
2015-10-14,1917458.596385294
2015-10-15,1924957.5943986843
2015-10-16,1886044.6361597013
2015-10-19,1842449.791851981
2015-10-20,1836025.0732248363
2015-10-21,1865321.61898612
2015-10-22,1868727.7439789171
2015-10-23,1870794.6683583523
2015-10-26,1866065.961486075
2015-10-27,1883227.8629989475
2015-10-28,1892341.9226812092
2015-10-29,1899288.4670725132
2015-10-30,1877540.4512975689
2015-11-02,1905066.4491666795
2015-11-03,1937064.8323790645
2015-11-04,1907622.327998685
2015-11-05,1961629.5948177818
2015-11-06,1979304.722534836
2015-11-09,1968338.0570753198
2015-11-10,1924444.3755021135
2015-11-11,1940255.076162001
2015-11-12,1953865.2369744547
2015-11-13,1940531.6881422943
2015-11-16,1899850.8106423188
2015-11-17,1926238.395953092
2015-11-18,1913261.2677832893
2015-11-19,1903031.8313961339
2015-11-20,1969729.1697674745
2015-11-23,2021281.5124990116
2015-11-24,2045161.0985006082
2015-11-25,2034624.967749233
2015-11-26,2051159.0962432337
2015-11-27,1996363.7661190713
2015-11-30,1999517.2996549467
2015-12-01,1981963.4244472398
2015-12-02,1952207.3761940915
2015-12-03,1916052.4742735752
2015-12-04,1928743.5214569536
2015-12-07,1931390.8098125497
2015-12-08,1935676.8414904426
2015-12-09,1955929.5759851763
2015-12-10,1936752.423094706
2015-12-11,1908820.5690108873
2015-12-14,1869122.6760218919
2015-12-15,1862178.063805868
2015-12-16,1879806.186397616
2015-12-17,1877001.5753256532
2015-12-18,1892065.5864407688
2015-12-21,1865998.8583410226
2015-12-22,1856080.5526249157
2015-12-23,1839650.8431272951
2015-12-24,1812841.0593516224
2015-12-25,1854303.1093252953
2015-12-28,1873924.008254082
2015-12-29,1857428.5400038958
2015-12-30,1840985.1193664395
2015-12-31,1840273.9696110443
2016-01-01,1809245.3239403013
2016-01-04,1819278.0311780719
2016-01-05,1791778.802663256
2016-01-06,1784366.9013815403
2016-01-07,1763086.213365655
2016-01-08,1753489.1873512
2016-01-11,1726219.4669592627
2016-01-12,1694452.8286558988
2016-01-13,1675423.8586933338
2016-01-14,1662306.4487061154
2016-01-15,1656931.4899983325
2016-01-18,1658801.2374297394
2016-01-19,1689982.1194752164
2016-01-20,1707046.9889647763
2016-01-21,1702384.9509665344
2016-01-22,1717794.4994417585
2016-01-25,1704163.5998082848
2016-01-26,1734564.4244939706
2016-01-27,1746563.3432100227
2016-01-28,1718892.1444667897
2016-01-29,1735064.5330177278
2016-02-01,1752665.4014553416
2016-02-02,1697591.6536139606
2016-02-03,1682925.1378294455
2016-02-04,1673885.4864673102
2016-02-05,1636083.7283639763
2016-02-08,1615750.0654523175
2016-02-09,1597945.8927437572
2016-02-10,1608181.6601016652
2016-02-11,1614474.788152671
2016-02-12,1666663.5956462938
2016-02-15,1659294.759316398
2016-02-16,1682921.7844411603
2016-02-17,1685020.2776441972
2016-02-18,1691014.605861373
2016-02-19,1668146.532806394
2016-02-22,1630819.0155390345
2016-02-23,1616359.7831995022
2016-02-24,1631700.2940044496
2016-02-25,1663487.4359075737
2016-02-26,1676090.7648843867
2016-02-29,1686648.674312289
2016-03-01,1670258.3664693013
2016-03-02,1701805.6782921345
2016-03-03,1729989.8248649682
2016-03-04,1719520.6103518337
2016-03-07,1719079.6992160168
2016-03-08,1699164.1708562935
2016-03-09,1729864.2696431556
2016-03-10,1738841.6942704336
2016-03-11,1737380.332279212
2016-03-14,1746408.201686534
2016-03-15,1756193.5128239524
2016-03-16,1748067.2160732956
2016-03-17,1722732.938211605
2016-03-18,1696906.6959383232
2016-03-21,1662373.839767708
2016-03-22,1672102.2064609078
2016-03-23,1717730.8440936115
2016-03-24,1683567.9338503722
2016-03-25,1686870.03429953
2016-03-28,1695718.5399330892
2016-03-29,1676303.480986829
2016-03-30,1680924.8869339926
2016-03-31,1659441.2130915483
2016-04-01,1684023.3011435617
2016-04-04,1672558.95802224
2016-04-05,1675080.94324388
2016-04-06,1689398.2280616208
2016-04-07,1681211.315985056
2016-04-08,1645953.3907047769
2016-04-11,1635984.4238194264
2016-04-12,1651527.5713711465
2016-04-13,1650348.1548051152
2016-04-14,1655401.7668178147
2016-04-15,1634568.6012562963
2016-04-18,1637871.5966279877
2016-04-19,1652741.783652562
2016-04-20,1653960.925612333
2016-04-21,1692774.9205888105
2016-04-22,1689065.8494232586
2016-04-25,1668590.7726156777
2016-04-26,1637003.621306029
2016-04-27,1660288.8300527486
2016-04-28,1659611.207049106
2016-04-29,1680384.8148998166
2016-05-02,1690145.8900778217
2016-05-03,1723946.0223091634
2016-05-04,1750863.5975721683
2016-05-05,1743471.9449734576
2016-05-06,1749736.3415336234
2016-05-09,1773206.6577176182
2016-05-10,1747623.1710441818
2016-05-11,1778850.605505248
2016-05-12,1805452.6727969206
2016-05-13,1827422.4175353285
2016-05-16,1823568.458680743
2016-05-17,1830741.2976283191
2016-05-18,1806902.5746085483
2016-05-19,1808702.1514777543
2016-05-20,1796537.1212258888
2016-05-23,1798943.8775716547
2016-05-24,1788834.4148598032
2016-05-25,1795475.4921829295
2016-05-26,1821612.0870147874
2016-05-27,1793746.8293635228
2016-05-30,1814321.0551359425
2016-05-31,1772001.2765691113
2016-06-01,1727157.8087661474
2016-06-02,1725203.040632206
2016-06-03,1725860.0412097755
2016-06-06,1735575.5909576614
2016-06-07,1702113.1147661023
2016-06-08,1701399.6300813302
2016-06-09,1704496.0931376996
2016-06-10,1730883.5147342398
2016-06-13,1729246.7434442013
2016-06-14,1740780.9010542855
2016-06-15,1720998.5929534445
2016-06-16,1717644.78952205
2016-06-17,1708998.6602493932
2016-06-20,1724000.1732572743
2016-06-21,1704175.5431994468
2016-06-22,1687704.9224623193
2016-06-23,1699920.4059686528
2016-06-24,1737339.065324965
2016-06-27,1745859.7188002353
2016-06-28,1752756.7485843753
2016-06-29,1746015.1330675732
2016-06-30,1769500.365581072
2016-07-01,1781536.5653435534
2016-07-04,1819523.2996597067
2016-07-05,1827306.6040799697
2016-07-06,1807164.3487342626
2016-07-07,1795385.3177768763
2016-07-08,1774769.944829711
2016-07-11,1748854.417951545
2016-07-12,1776109.972994917
2016-07-13,1793938.724545347
2016-07-14,1768001.609864266
2016-07-15,1806742.9027123551
2016-07-18,1812596.68845874
2016-07-19,1792439.8703871588
2016-07-20,1801306.8173337872
2016-07-21,1800351.781637226
2016-07-22,1784271.5255561506
2016-07-25,1743675.0986596213
2016-07-26,1744967.0105458747
2016-07-27,1751617.4190025944
2016-07-28,1698746.5778199122
2016-07-29,1710609.192341299
2016-08-01,1723851.7207314307
2016-08-02,1714675.0927823293
2016-08-03,1717498.873220428
2016-08-04,1712237.8362411764
2016-08-05,1695632.7250931717
2016-08-08,1688828.850016868
2016-08-09,1716958.7318047383
2016-08-10,1687835.8421253269
2016-08-11,1693154.6553962769
2016-08-12,1697408.8153034148
2016-08-15,1683561.1772925698
2016-08-16,1675191.0656886864
2016-08-17,1647769.0251016975
2016-08-18,1631498.1787051177
2016-08-19,1632280.5422855932
2016-08-22,1639184.2892890412
2016-08-23,1622094.4943059753
2016-08-24,1683195.9228116903
2016-08-25,1672216.8256664763
2016-08-26,1675276.3667246378
2016-08-29,1671148.6188976872
2016-08-30,1663649.7414690712
2016-08-31,1690334.8669189035
2016-09-01,1681154.7674089868
2016-09-02,1708803.7847194108
2016-09-05,1732898.3959367373
2016-09-06,1711803.337319148
2016-09-07,1733726.8153069313
2016-09-08,1720764.696418645
2016-09-09,1778741.8484584999
2016-09-12,1771056.6099764504
2016-09-13,1751697.3084837522
2016-09-14,1712496.5785241642
2016-09-15,1686635.5591462655
2016-09-16,1675426.842777392
2016-09-19,1655977.7678900855
2016-09-20,1632230.3426824461
2016-09-21,1619153.223703616
2016-09-22,1615629.619935599
2016-09-23,1644467.965606446
2016-09-26,1611680.4107575635
2016-09-27,1601527.2033520509
2016-09-28,1583774.548596673
2016-09-29,1555705.5603738965
2016-09-30,1532707.132279354
2016-10-03,1516593.530280128
2016-10-04,1530158.3741655273
2016-10-05,1527060.1793852102
2016-10-06,1517688.743765352
2016-10-07,1529321.4107782799
2016-10-10,1534943.156202018
2016-10-11,1531294.4178000775
2016-10-12,1538833.7626521885
2016-10-13,1524070.3547425608
2016-10-14,1536048.4801599619
2016-10-17,1545142.7427486272
2016-10-18,1537978.1202995954
2016-10-19,1516090.4225138358
2016-10-20,1544462.113641128
2016-10-21,1546672.911830086
2016-10-24,1604835.558015094
2016-10-25,1592779.1546107219
2016-10-26,1609646.3598519205
2016-10-27,1601761.3582585298
2016-10-28,1607126.640688809
2016-10-31,1623766.7163474502
2016-11-01,1608749.0511376301
2016-11-02,1607300.0834884497
2016-11-03,1610890.4548581804
2016-11-04,1613569.5956113015
2016-11-07,1625647.628894827
2016-11-08,1646271.502148749
2016-11-09,1663321.6139455317
2016-11-10,1669080.249684848
2016-11-11,1662635.9267387807
2016-11-14,1640741.1289642053
2016-11-15,1626811.665990506
2016-11-16,1617011.15751946
2016-11-17,1630802.2138183462
2016-11-18,1624189.183604455
2016-11-21,1600635.3787219268
2016-11-22,1613195.2312832728
2016-11-23,1598199.7181196697
2016-11-24,1584054.7803331346
2016-11-25,1580233.497584304
2016-11-28,1589708.6390415889
2016-11-29,1544797.0639524912
2016-11-30,1524604.6090481041
2016-12-01,1528278.8590602577
2016-12-02,1522071.5083538527
2016-12-05,1506814.330439748
2016-12-06,1497504.8244831453
2016-12-07,1523062.8204129245
2016-12-08,1515210.8158058205
2016-12-09,1528682.9706286856
2016-12-12,1543741.461203641
2016-12-13,1535884.3485502866
2016-12-14,1544542.2788103675
2016-12-15,1536680.784170004
2016-12-16,1525923.4156795323
2016-12-19,1505895.6130858618
2016-12-20,1522246.627408547
2016-12-21,1515445.3799062376
2016-12-22,1505889.3697453933
2016-12-23,1486098.64646155
2016-12-26,1519164.431419144
2016-12-27,1533207.7892239173
2016-12-28,1531225.6316958256
2016-12-29,1518968.7774368227
2016-12-30,1491786.0132950514
2017-01-02,1497468.226120178
2017-01-03,1503110.9011442664
2017-01-04,1478364.0227390567
2017-01-05,1499564.4370880292
2017-01-06,1514046.9530003944
2017-01-09,1497117.035132305
2017-01-10,1487613.151357638
2017-01-11,1480448.490757153
2017-01-12,1483750.8260790755
2017-01-13,1481605.638503118
2017-01-16,1453187.0667591353
2017-01-17,1479565.2449459662
2017-01-18,1485637.5641510077
2017-01-19,1508737.6332613975
2017-01-20,1532087.4698332616
2017-01-23,1528728.5167200838
2017-01-24,1535475.1862271442
2017-01-25,1549573.7235616976
2017-01-26,1564420.139104229
2017-01-27,1561814.383965331
2017-01-30,1550736.5109179395
2017-01-31,1551858.7798312854
2017-02-01,1537464.9320849986
2017-02-02,1527700.562061717
2017-02-03,1491379.5322872174
2017-02-06,1493325.1297355024
2017-02-07,1475478.8308165874
2017-02-08,1466109.7905716598
2017-02-09,1465622.5307053044
2017-02-10,1471593.915010783
2017-02-13,1505787.731643815
2017-02-14,1509938.5088182974
2017-02-15,1484992.5389010787
2017-02-16,1487770.5226847003
2017-02-17,1477616.0259430616
2017-02-20,1485160.1647937766
2017-02-21,1473434.8211591665
2017-02-22,1461400.76927305
2017-02-23,1452898.0857044782
2017-02-24,1442430.4299601698
2017-02-27,1411611.722984918
2017-02-28,1400757.0733274408
2017-03-01,1400941.7989507334
2017-03-02,1421696.0908625443
2017-03-03,1417128.2331175222
2017-03-06,1411243.9430335101
2017-03-07,1421524.0994752904
2017-03-08,1431184.5180913939
2017-03-09,1459358.184007008
2017-03-10,1470081.8473024555
2017-03-13,1470179.7529640591
2017-03-14,1494429.6396941238
2017-03-15,1522568.0338863705
2017-03-16,1514361.449018149
2017-03-17,1517693.1884205125
2017-03-20,1487837.6966113464
2017-03-21,1481795.200356796
2017-03-22,1466603.6819597308
2017-03-23,1463279.9214795714
2017-03-24,1455283.6397954507
2017-03-27,1452822.5125047052
2017-03-28,1451462.7053945966
2017-03-29,1460521.301345587
2017-03-30,1465013.8399371668
2017-03-31,1455607.0609606595
2017-04-03,1433692.2093495438
2017-04-04,1455531.7568745376
2017-04-05,1480942.8289616723
2017-04-06,1473330.6582345734
2017-04-07,1483735.0091963585
2017-04-10,1457247.3867504231
2017-04-11,1430612.5728055856
2017-04-12,1426414.725268264
2017-04-13,1452264.8325149445
2017-04-14,1434570.7469122275
2017-04-17,1420709.1976151974
2017-04-18,1448816.93850695
2017-04-19,1416693.9373434528
2017-04-20,1428151.014728105
2017-04-21,1436966.6200952574
2017-04-24,1433844.2566238123
2017-04-25,1437524.6311707504
2017-04-26,1483914.4992663304
2017-04-27,1464423.1484885481
2017-04-28,1459354.372463098
2017-05-01,1455626.870005055
2017-05-02,1444062.7182122387
2017-05-03,1421422.1415542744
2017-05-04,1449295.36302144
2017-05-05,1453564.2194482489
2017-05-08,1423648.178802634
2017-05-09,1412115.68569784
2017-05-10,1419427.8593354442
2017-05-11,1426743.9870804895
2017-05-12,1402716.8883524905
2017-05-15,1401599.1968106513
2017-05-16,1406415.7531843344
2017-05-17,1413480.7949213174
2017-05-18,1420615.8947784062
2017-05-19,1390292.7488324095
2017-05-22,1421877.4260380028
2017-05-23,1425912.1763505572
2017-05-24,1457588.8666410355
2017-05-25,1508990.368726812
2017-05-26,1506537.7069340611
2017-05-29,1484842.8717422101
2017-05-30,1500770.3197490138
2017-05-31,1497966.4975941544
2017-06-01,1490321.1034521875
2017-06-02,1472397.7077950207
2017-06-05,1502973.6523201526
2017-06-06,1495459.454463215
2017-06-07,1470994.1572805308
2017-06-08,1463553.8371264501
2017-06-09,1443802.859035746
2017-06-12,1446975.2699341145
2017-06-13,1440143.8177818307
2017-06-14,1422411.8140523643
2017-06-15,1433150.381926132
2017-06-16,1422554.043793145
2017-06-19,1435393.4793160427
2017-06-20,1457715.982584072
2017-06-21,1451833.7055495176
2017-06-22,1441045.9578213652
2017-06-23,1444929.833574916
2017-06-26,1460907.9950086472
2017-06-27,1461297.3544146721
2017-06-28,1464192.8137755229
2017-06-29,1464159.5923218455
2017-06-30,1470078.7873695923
2017-07-03,1481656.7870366217
2017-07-04,1469596.9173012313
2017-07-05,1461550.3432124457
2017-07-06,1462753.792454029
2017-07-07,1451550.1186142745
2017-07-10,1454359.4136264275
2017-07-11,1464185.81092281
2017-07-12,1464243.4097651325
2017-07-13,1454112.9657240687
2017-07-14,1441046.5799951374
2017-07-17,1472091.7470399498
2017-07-18,1488139.1050271767
2017-07-19,1468714.2506731818
2017-07-20,1454402.3167763175
2017-07-21,1487922.9793863336
2017-07-24,1515608.1027378228
2017-07-25,1518396.5279255207
2017-07-26,1540102.6175867605
2017-07-27,1513319.0324631368
2017-07-28,1513796.9284950811
2017-07-31,1527772.400473397
2017-08-01,1494499.1273938592
2017-08-02,1480966.9041918186
2017-08-03,1495393.5947655104
2017-08-04,1516293.704431671
2017-08-07,1505988.2318485524
2017-08-08,1511688.1831852468
2017-08-09,1541468.5702819
2017-08-10,1534880.2762301
2017-08-11,1510970.2791102899
2017-08-14,1510310.2935593065
2017-08-15,1503652.6235130066
2017-08-16,1527770.999010304
2017-08-17,1531168.5414482958
2017-08-18,1516956.5552894594
2017-08-21,1561758.759610009
2017-08-22,1552879.8770325873
2017-08-23,1562177.2819909048
2017-08-24,1575378.120995595
2017-08-25,1590752.516889141
2017-08-28,1594535.029378802
2017-08-29,1606282.11329152
2017-08-30,1605455.371044711
2017-08-31,1578819.2426933444
2017-09-01,1575132.7043807646
2017-09-04,1571858.348343436
2017-09-05,1568980.3310036394
2017-09-06,1572016.2615790316
2017-09-07,1560743.9581840618
2017-09-08,1586200.7535071527
2017-09-11,1616789.3055471117
2017-09-12,1575130.1961910527
2017-09-13,1575779.1452993485
2017-09-14,1562868.1814537705
2017-09-15,1515200.516912767
2017-09-18,1523133.0269258593
2017-09-19,1512318.3735185105
2017-09-20,1505966.6809491005
2017-09-21,1494685.8776799904
2017-09-22,1514764.7334426679
2017-09-25,1537921.3201639755
2017-09-26,1543501.0683314374
2017-09-27,1556859.3637306453
2017-09-28,1555226.857363299
2017-09-29,1558312.2348514027
2017-10-02,1544966.4321327033
2017-10-03,1546070.726168365
2017-10-04,1533346.5755734774
2017-10-05,1540687.8397708153
2017-10-06,1556526.8178972807
2017-10-09,1562816.2051976696
2017-10-10,1585657.2698880392
2017-10-11,1638173.5725945327
2017-10-12,1597760.9002020138
2017-10-13,1598502.7661412577
2017-10-16,1588107.814034547
2017-10-17,1579902.1389057557
2017-10-18,1554827.8102011008
2017-10-19,1556275.1307885682
2017-10-20,1551924.7843314593
2017-10-23,1540647.3859928292
2017-10-24,1536413.5505054707
2017-10-25,1525981.6561967023
2017-10-26,1484121.2537896193
2017-10-27,1503884.994846113
2017-10-30,1498867.8919226571
2017-10-31,1482328.9062092996
2017-11-01,1488235.7845944096
2017-11-02,1476895.3096696462
2017-11-03,1439296.0652495723
2017-11-06,1455132.524953732
2017-11-07,1426575.0037394864
2017-11-08,1423267.926287685
2017-11-09,1425749.241487818
2017-11-10,1449463.4864260335
2017-11-13,1470752.5471707855
2017-11-14,1474122.9216516276
2017-11-15,1461118.8599570994
2017-11-16,1454281.1430162436
2017-11-17,1473829.534907742
2017-11-20,1506217.4850127387
2017-11-21,1516533.2828929985
2017-11-22,1505294.95271164
2017-11-23,1524461.6419171568
2017-11-24,1518067.9565782726
2017-11-27,1511109.6570319328
2017-11-28,1506511.3736280538
2017-11-29,1517673.2675961342
2017-11-30,1523151.7617256027
2017-12-01,1541869.0240922004
2017-12-04,1566512.8776640603
2017-12-05,1576663.6477595707
2017-12-06,1533609.0855074348
2017-12-07,1503152.6462261432
2017-12-08,1506467.8318668017
2017-12-11,1505750.1860740618
2017-12-12,1545738.1908486034
2017-12-13,1545641.4790121713
2017-12-14,1543276.4198406783
2017-12-15,1561324.2805482657
2017-12-18,1581869.7920215223
2017-12-19,1577880.7327120376
2017-12-20,1587342.2288552024
2017-12-21,1566366.339319829
2017-12-22,1549203.1191704995
2017-12-25,1572768.6849116182
2017-12-26,1546898.459635085
2017-12-27,1564583.546336768
2017-12-28,1577836.0893191139
2017-12-29,1592955.9964534768
2018-01-01,1610984.343408307
2018-01-02,1622408.4485271513
2018-01-03,1581722.1723103714
2018-01-04,1563241.7058588897
2018-01-05,1552468.0300181455
2018-01-08,1570075.6263141655
2018-01-09,1549434.6531557452
2018-01-10,1536844.647038345
2018-01-11,1530627.2818245594
2018-01-12,1555465.442131254
2018-01-15,1529257.2914892428
2018-01-16,1505063.4133954055
2018-01-17,1516888.1502330834
2018-01-18,1479130.8210069682
2018-01-19,1485480.6164661176
2018-01-22,1477852.2868277023
2018-01-23,1450584.3268482909
2018-01-24,1443720.1251497015
2018-01-25,1426890.4397609234
2018-01-26,1430195.2536696002
2018-01-29,1436883.9436397932
2018-01-30,1463227.1598895402
2018-01-31,1463441.651302083
2018-02-01,1465648.1958199714
2018-02-02,1455966.395650202
2018-02-05,1455990.2424733068
2018-02-06,1474887.149012239
2018-02-07,1441627.796233888
2018-02-08,1453511.620348359
2018-02-09,1444640.2266617958
2018-02-12,1446355.5738951883
2018-02-13,1452443.823222794
2018-02-14,1467785.2956443422
2018-02-15,1472432.0684638685
2018-02-16,1465952.761196534
2018-02-19,1471887.678696797
2018-02-20,1472539.1003117901
2018-02-21,1469370.6673815772
2018-02-22,1473434.3433120192
2018-02-23,1489408.3040742893
2018-02-26,1492330.384009054
2018-02-27,1495565.7230331372
2018-02-28,1473078.4879802435
2018-03-01,1471276.34454676
2018-03-02,1439267.1716765652
2018-03-05,1452192.093184999
2018-03-06,1436347.1060278302
2018-03-07,1459286.6750063286
2018-03-08,1513112.7957111076
2018-03-09,1506366.0971890793
2018-03-12,1531053.031069425
2018-03-13,1538947.8085655794
2018-03-14,1529154.6925410754
2018-03-15,1514248.6247034874
2018-03-16,1524951.5802870193
2018-03-19,1551156.0956362966
2018-03-20,1558221.3127610695
2018-03-21,1530664.889977269
2018-03-22,1512093.4704774916
2018-03-23,1508414.9588141008
2018-03-26,1533642.1530101064
2018-03-27,1539328.6541986074
2018-03-28,1545849.3896780605
2018-03-29,1568938.9628633838
2018-03-30,1565561.3121497857
2018-04-02,1564357.2449336734
2018-04-03,1561415.2791151602
2018-04-04,1528913.1341936048
2018-04-05,1537960.6092125906
2018-04-06,1546025.315076539
2018-04-09,1564697.686111264
2018-04-10,1542995.7132539416
2018-04-11,1528421.397447179
2018-04-12,1546120.7787152315
2018-04-13,1552592.0273106475
2018-04-16,1578896.3940478475
2018-04-17,1563097.9717758894
2018-04-18,1567339.1418235926
2018-04-19,1555142.837753592
2018-04-20,1561402.4728722451
2018-04-23,1552806.4410974884
2018-04-24,1563294.5825307686
2018-04-25,1584187.8383637008
2018-04-26,1597556.2486426511
2018-04-27,1563732.8882102717
2018-04-30,1581953.8288364045
2018-05-01,1590949.7891300397
2018-05-02,1571632.5835402631
2018-05-03,1555482.43867504
2018-05-04,1556104.2592287646
2018-05-07,1567320.9817163406
2018-05-08,1559334.8776716294
2018-05-09,1529726.9108568705
2018-05-10,1535365.0629072017
2018-05-11,1538958.4899747127
2018-05-14,1585182.3950424362
2018-05-15,1561328.035753864
2018-05-16,1609819.032904462
2018-05-17,1644371.425315894
2018-05-18,1650858.858393215
2018-05-21,1684558.4502329864
2018-05-22,1687017.550369256
2018-05-23,1707441.8448966127
2018-05-24,1692981.3096024324
2018-05-25,1695109.6663228099
