index,value
326,30.285115655483395
327,28.5961615734716
328,27.251777396150665
329,29.16843277022621
330,31.545285011757308
331,32.66622186310721
332,34.265201340812006
333,35.814133802404605
334,36.272651937729506
335,37.705898896511485
336,38.00440684447097
337,35.15237549823616
338,33.80982126754541
339,32.22045528579159
340,32.51906713625569
341,32.111611296610064
342,30.614542404231564
343,31.048838566935835
344,30.31475306686725
345,29.956662185221067
346,31.150819445368075
347,32.16086149095508
348,32.82290677910266
349,33.41445412263579
350,34.69148623735827
351,34.83704253773434
352,35.54277982997323
353,36.65226358865579
354,39.8071798364999
355,41.82644095426356
356,42.39026066865466
357,43.53610040613853
358,43.99572443810796
359,44.61614511426411
360,45.21298657348336
361,46.821624070421294
362,47.36638983529518
363,47.66428286681153
364,45.33522103632326
365,42.694716238503084
366,42.2810478095937
367,41.31166690796904
368,39.88049355207385
369,37.60225491606225
370,36.48673289867498
371,35.851896597479005
372,34.19451127020349
373,33.624895037212966
374,33.47641572297229
375,34.11969037640567
376,33.962312583592926
377,35.57367105961217
378,37.197040672958515
379,38.27579228240271
380,38.55338971696797
381,38.50769722290434
382,39.331921998148836
383,39.68179929064418
384,41.011811932927124
385,42.58931284132357
386,45.102548199460955
387,47.787595109040225
388,49.71191992600736
389,49.22154289481494
390,49.13677488732203
391,49.87384916258914
392,50.58655576372081
393,51.66935098822567
394,52.003776731325566
395,51.862701218484084
396,50.81432125153704
397,51.39176462400573
398,51.995706385837465
399,51.94459584139727
400,50.57091442725781
401,49.38920857172854
402,49.96207952126294
403,50.862644000798596
404,50.803238533217346
405,52.18052987574515
406,54.645428431441324
407,57.45646541289536
408,60.32919337259594
409,63.6127814857976
410,66.59213589037148
411,69.56991616424658
412,70.99709182529227
413,73.53895610130766
414,75.66852115073084
415,79.26093811377694
416,79.89652232044672
417,81.03948232124097
418,82.88391701752579
419,83.90800982444549
420,85.11117351492682
421,86.75514409879837
422,88.55281900667867
423,89.34530588901735
424,89.78090079933774
425,91.12262171034679
426,93.40219269992281
427,95.19549019659019
428,96.59437631695396
429,97.82971286067745
430,99.78140794191117
431,100.18006446583651
432,99.12947154798589
433,98.46804043613356
434,96.87780123209251
435,95.10195322904669
436,93.87486164898395
437,93.4527714550175
438,92.07394737258042
439,91.84326849545108
440,89.91313820815927
441,89.0080323054677
442,86.77662123865514
443,83.83065083115991
444,82.29040864376904
445,80.75623461875632
446,78.81971938591604
447,76.9383476230244
448,76.01103083806163
449,75.27847579517763
450,74.70532542767945
451,75.33741894885557
452,75.09974991333553
453,74.44003529356789
454,73.42912542043808
455,73.84590448433644
456,75.16041705593175
457,77.42448538524003
458,79.0754670468689
459,80.13326152955112
460,81.76701684091526
461,82.58902645490053
462,84.01889139876633
463,85.81136575682027
464,86.44100618587353
465,86.81337497315245
466,86.97136346851241
467,88.81925359620094
468,92.79239924324625
469,95.64944095358105
470,97.76463419120526
471,97.04831009666785
472,96.70355650871267
473,96.45357738244185
474,95.19209200284791
475,95.03510197508076
476,93.36613878933969
477,91.89643922238213
478,90.95497682825746
479,89.01056690283124
480,88.41702809635106
481,89.0489311013971
482,88.13633336084983
483,86.03618411869587
484,85.07749096092151
485,84.34927020318747
486,82.59623151974394
487,80.99374302516084
488,79.70364191933282
489,78.60630958137784
490,78.62227639171728
491,79.02814930831676
492,81.09842337125781
493,84.0216740497879
494,86.86804278143268
495,90.05194813865513
496,93.73789991635515
497,97.1775886882535
498,98.49630805532297
499,100.31412535898882
